"id"	"num"	"neg.score"	"neg.p.value"	"neg.fdr"	"neg.rank"	"neg.goodsgrna"	"neg.lfc"	"pos.score"	"pos.p.value"	"pos.fdr"	"pos.rank"	"pos.goodsgrna"	"pos.lfc"
"9473"	"HTATSF1"	4	0.54884	0.54959	1	9473	1	-0.094719	0.56528	0.56818	1	9350	1	-0.094719
"9474"	"TYW3"	4	0.54887	0.54961	1	9474	1	-0.1297	0.95077	0.95066	1	16826	0	-0.1297
"9475"	"GLIS3"	4	0.54896	0.54971	1	9475	1	-0.13049	0.86883	0.86836	1	15074	0	-0.13049
"9476"	"ZNF444"	4	0.54903	0.54977	1	9476	1	0.40964	0.0022583	0.0080861	0.257626	562	3	0.40964
"9477"	"RPS27L"	4	0.54918	0.54989	1	9477	1	0.026336	0.72685	0.72631	1	12292	0	0.026336
"9478"	"FBXO8"	4	0.54927	0.54998	1	9478	1	-0.08176	0.67134	0.67069	1	11246	0	-0.08176
"9479"	"POLR3B"	4	0.54937	0.55008	1	9479	1	-0.03447	0.14336	0.23114	1	3532	1	-0.03447
"9480"	"NDUFV3"	4	0.54955	0.55025	1	9480	1	-0.058153	0.057774	0.11614	1	2005	1	-0.058153
"9481"	"KRT33B"	4	0.54965	0.55033	1	9481	1	0.1694	0.14868	0.23821	1	3631	2	0.1694
"9482"	"CCDC90B"	4	0.54968	0.55036	1	9482	1	-0.1594	0.95504	0.95488	1	16927	0	-0.1594
"9483"	"EDA"	4	0.5498	0.55048	1	9483	1	-0.022918	0.64741	0.64682	1	10802	0	-0.022918
"9484"	"RPP14"	4	0.5499	0.55056	1	9484	1	-0.093363	0.43744	0.46592	1	7418	1	-0.093363
"9485"	"GPRC5B"	4	0.54993	0.55059	1	9485	1	-0.11389	0.93015	0.92988	1	16341	0	-0.11389
"9486"	"NCAPG2"	4	0.54996	0.55061	1	9486	1	-0.079115	0.9421	0.94197	1	16614	0	-0.079115
"9487"	"ULK4"	4	0.54999	0.55064	1	9487	1	0.020058	0.26332	0.35088	1	5391	1	0.020058
"9488"	"LLGL2"	4	0.55002	0.55068	1	9488	1	-0.1085	0.80802	0.80759	1	13863	0	-0.1085
"9489"	"COG4"	4	0.55008	0.55073	1	9489	1	0.067323	0.10697	0.18276	1	2845	2	0.067323
"9490"	"C17orf47"	4	0.55011	0.55077	1	9490	1	-0.067366	0.51817	0.52811	1	8580	1	-0.067366
"9491"	"ZSCAN10"	4	0.55017	0.55082	1	9491	1	0.13411	0.64075	0.64015	1	10673	0	0.13411
"9492"	"C1orf106"	4	0.55021	0.55085	1	9492	1	-0.071378	0.81635	0.81593	1	14033	0	-0.071378
"9493"	"XRRA1"	4	0.55042	0.55107	1	9493	1	0.085164	0.082066	0.14937	1	2399	2	0.085164
"9494"	"ZBED3"	4	0.55045	0.55109	1	9494	1	-0.076688	0.79976	0.79938	1	13684	0	-0.076688
"9495"	"PER3"	4	0.55058	0.55122	1	9495	1	0.18602	0.035057	0.084789	0.912551	1650	2	0.18602
"9496"	"PTPRS"	2	0.55059	0.55056	1	9496	0	0.088409	0.18933	0.20362	1	4477	1	0.088409
"9497"	"OR8D4"	4	0.55061	0.55125	1	9497	1	0.072521	0.11736	0.19656	1	3032	1	0.072521
"9498"	"RNF40"	4	0.55064	0.55128	1	9498	1	-0.090712	0.45288	0.47724	1	7632	1	-0.090712
"9499"	"KIAA0020"	4	0.5507	0.55135	1	9499	1	0.38565	0.0086877	0.024055	0.500359	862	3	0.38565
"9500"	"SPIN1"	4	0.55073	0.55138	1	9500	1	-0.14598	0.40083	0.43971	1	6952	1	-0.14598
"9501"	"PPAN"	4	0.55076	0.55141	1	9501	1	-0.061401	0.39096	0.43279	1	6826	1	-0.061401
"9502"	"PHLDB2"	4	0.55095	0.55159	1	9502	1	0.081239	0.5533	0.55764	1	9151	1	0.081239
"9503"	"ASCL4"	4	0.55098	0.55162	1	9503	1	-0.1478	0.76663	0.76615	1	13067	0	-0.1478
"9504"	"BCL2L1"	4	0.55101	0.55164	1	9504	1	-0.046576	0.29422	0.36951	1	5704	1	-0.046576
"9505"	"MARCH9"	4	0.55104	0.55167	1	9505	1	0.15024	0.12174	0.20238	1	3118	2	0.15024
"9506"	"B3GNT4"	4	0.55107	0.5517	1	9506	1	0.056358	0.7137	0.71297	1	12041	0	0.056358
"9507"	"FAM183B"	4	0.5511	0.55172	1	9507	1	-0.051403	0.77625	0.77572	1	13259	0	-0.051403
"9508"	"EHD1"	4	0.55117	0.55177	1	9508	1	-0.10145	0.27595	0.35842	1	5514	1	-0.10145
"9509"	"PHEX"	4	0.55126	0.55186	1	9509	1	-0.03802	0.74024	0.73969	1	12567	0	-0.03802
"9510"	"STAC3"	4	0.55129	0.55189	1	9510	1	-0.11281	0.90487	0.90454	1	15818	0	-0.11281
"9511"	"SUMO4"	4	0.55138	0.55198	1	9511	1	-0.0029369	0.59812	0.59831	1	9895	1	-0.0029369
"9512"	"KIAA1377"	4	0.55145	0.55204	1	9512	1	-0.14257	0.91769	0.91747	1	16074	0	-0.14257
"9513"	"BCKDHA"	4	0.55148	0.55206	1	9513	1	-0.089734	0.96659	0.9665	1	17166	0	-0.089734
"9514"	"SLFN11"	4	0.55166	0.55224	1	9514	1	-0.079211	0.74722	0.74673	1	12714	0	-0.079211
"9515"	"POU5F1"	4	0.55169	0.55227	1	9515	1	-0.033287	0.28794	0.36568	1	5640	1	-0.033287
"9516"	"NSRP1"	3	0.55171	0.55198	1	9516	0	-0.073672	0.76682	0.76698	1	13071	0	-0.073672
"9517"	"ZDHHC1"	4	0.55172	0.5523	1	9517	1	0.077656	0.31189	0.38066	1	5873	1	0.077656
"9518"	"SEPSECS"	4	0.55185	0.55241	1	9518	1	-0.035139	0.10765	0.18371	1	2857	1	-0.035139
"9519"	"ATP13A4"	4	0.55197	0.55253	1	9519	1	-0.081798	0.15258	0.24337	1	3714	1	-0.081798
"9520"	"RSAD2"	4	0.552	0.55255	1	9520	1	0.023363	0.61524	0.61473	1	10219	1	0.023363
"9521"	"TMEM253"	4	0.55203	0.55258	1	9521	1	-0.056246	0.35742	0.40996	1	6420	1	-0.056246
"9522"	"HPD"	4	0.55219	0.55272	1	9522	1	-0.091239	0.79333	0.7929	1	13555	0	-0.091239
"9523"	"CCM2"	4	0.55225	0.55278	1	9523	1	-0.054429	0.81585	0.81542	1	14024	0	-0.054429
"9524"	"GADD45B"	4	0.55228	0.55281	1	9524	1	-0.014619	0.72836	0.72785	1	12320	0	-0.014619
"9525"	"UVSSA"	4	0.55234	0.55287	1	9525	1	-0.046032	0.62473	0.62417	1	10381	1	-0.046032
"9526"	"MRPL35"	4	0.55253	0.55304	1	9526	1	-0.083592	0.76272	0.76229	1	12986	0	-0.083592
"9527"	"TNFSF4"	4	0.55256	0.55308	1	9527	1	0.099854	0.07756	0.14327	1	2326	2	0.099854
"9528"	"POMP"	4	0.55265	0.55316	1	9528	1	-0.09287	0.98091	0.98098	1	17513	0	-0.09287
"9529"	"AZI1"	4	0.55278	0.55328	1	9529	1	0.1217	0.016061	0.041777	0.689472	1083	2	0.1217
"9530"	"NFXL1"	1	0.55283	0.55291	1	9530	0	0.032353	0.44717	0.44747	1	7558	0	0.032353
"9531"	"HYLS1"	4	0.55284	0.55333	1	9531	1	-0.025058	0.50663	0.5188	1	8398	1	-0.025058
"9532"	"CLNS1A"	4	0.55287	0.55336	1	9532	1	-0.034809	0.24993	0.34295	1	5264	1	-0.034809
"9533"	"NPAS2"	4	0.55305	0.55355	1	9533	1	0.24438	0.02479	0.061937	0.823232	1340	3	0.24438
"9534"	"FKBP14"	4	0.55312	0.5536	1	9534	1	-0.10233	0.072919	0.13697	1	2253	1	-0.10233
"9535"	"CDKL4"	4	0.55315	0.55363	1	9535	1	-0.033964	0.39174	0.43334	1	6837	1	-0.033964
"9536"	"INPP5E"	4	0.55327	0.55375	1	9536	1	0.15042	0.060149	0.11939	1	2046	2	0.15042
"9537"	"ZKSCAN4"	4	0.55346	0.55394	1	9537	1	0.033929	0.83526	0.83468	1	14409	0	0.033929
"9538"	"C1orf220"	4	0.55349	0.55398	1	9538	1	-0.051964	0.35794	0.41031	1	6428	1	-0.051964
"9539"	"ACTA2"	4	0.55355	0.55403	1	9539	1	0.18906	0.08841	0.1578	1	2514	2	0.18906
"9540"	"PRAF2"	4	0.55358	0.55407	1	9540	1	-0.086021	0.74341	0.74288	1	12640	0	-0.086021
"9541"	"RNF148"	4	0.55361	0.5541	1	9541	1	0.3276	0.058093	0.11658	1	2012	2	0.3276
"9542"	"KTN1"	4	0.55364	0.55413	1	9542	1	-0.12396	0.67522	0.67448	1	11326	0	-0.12396
"9543"	"TGFBR1"	4	0.55367	0.55416	1	9543	1	-0.12133	0.75174	0.75133	1	12790	0	-0.12133
"9544"	"ACCS"	2	0.55367	0.55367	1	9544	0	0.091048	0.35771	0.35813	1	6425	1	0.091048
"9545"	"PPDPF"	4	0.55373	0.5542	1	9545	1	-0.036499	0.82215	0.82162	1	14138	0	-0.036499
"9546"	"STYXL1"	4	0.55376	0.55423	1	9546	1	-0.093008	0.94175	0.94162	1	16605	0	-0.093008
"9547"	"CTF1"	4	0.55386	0.55432	1	9547	1	0.26254	0.079839	0.14637	1	2365	2	0.26254
"9548"	"TRMT10B"	4	0.55392	0.55438	1	9548	1	-0.16649	0.94458	0.94443	1	16672	0	-0.16649
"9549"	"CXorf27"	4	0.55401	0.55447	1	9549	1	0.23285	0.1575	0.24985	1	3820	2	0.23285
"9550"	"PRND"	4	0.55404	0.55449	1	9550	1	0.7399	0.012344	0.032839	0.604399	974	3	0.7399
"9551"	"ALDH3A1"	4	0.5541	0.55455	1	9551	1	-0.10468	0.2756	0.3582	1	5509	1	-0.10468
"9552"	"NDUFA11"	4	0.55413	0.55457	1	9552	1	0.034225	0.68431	0.68367	1	11492	0	0.034225
"9553"	"GTF2B"	4	0.5542	0.55462	1	9553	1	-0.034405	0.89866	0.89832	1	15687	0	-0.034405
"9554"	"PIAS4"	4	0.55432	0.55474	1	9554	1	0.094292	0.60854	0.60819	1	10081	1	0.094292
"9555"	"KIAA1614"	4	0.55438	0.5548	1	9555	1	-0.087642	0.013798	0.036335	0.642541	1012	1	-0.087642
"9556"	"FANCB"	4	0.55444	0.55485	1	9556	1	0.090918	0.19329	0.29701	1	4562	2	0.090918
"9557"	"CNEP1R1"	4	0.5546	0.55498	1	9557	1	0.017775	0.28509	0.36393	1	5612	1	0.017775
"9558"	"SMARCA5"	4	0.55463	0.55502	1	9558	1	-0.0125	0.65622	0.65554	1	10967	0	-0.0125
"9559"	"DZIP1"	4	0.55469	0.55507	1	9559	1	0.013483	0.14701	0.236	1	3603	2	0.013483
"9560"	"CTDSPL"	4	0.55472	0.5551	1	9560	1	0.047323	0.14219	0.22957	1	3514	2	0.047323
"9561"	"C22orf46"	4	0.55487	0.55524	1	9561	1	-0.133	0.81299	0.81255	1	13965	0	-0.133
"9562"	"C17orf50"	4	0.5549	0.55526	1	9562	1	-0.038442	0.85279	0.85221	1	14756	0	-0.038442
"9563"	"ZNF841"	4	0.55493	0.55529	1	9563	1	-0.034798	0.6388	0.63815	1	10637	0	-0.034798
"9564"	"PLA2G4E"	3	0.55495	0.5552	1	9564	0	-0.14782	0.53454	0.53474	1	8857	0	-0.14782
"9565"	"ATP13A2"	4	0.555	0.55534	1	9565	1	0.10208	0.27102	0.35544	1	5466	1	0.10208
"9566"	"OR7D2"	4	0.55503	0.55537	1	9566	1	-0.0066247	0.74351	0.74299	1	12641	0	-0.0066247
"9567"	"DERL3"	4	0.55506	0.5554	1	9567	1	-0.06853	0.49105	0.50648	1	8168	1	-0.06853
"9568"	"GABPB1"	4	0.55515	0.55548	1	9568	1	-0.12449	0.20743	0.31559	1	4859	1	-0.12449
"9569"	"SCTR"	4	0.55518	0.55551	1	9569	1	0.08606	0.49806	0.51198	1	8269	1	0.08606
"9570"	"MNDA"	4	0.55521	0.55554	1	9570	1	0.0032169	0.77072	0.77024	1	13144	0	0.0032169
"9571"	"CYYR1"	4	0.55524	0.55557	1	9571	1	-0.042641	0.88855	0.88814	1	15475	0	-0.042641
"9572"	"PYROXD2"	4	0.55527	0.5556	1	9572	1	-0.030894	0.56143	0.56476	1	9281	1	-0.030894
"9573"	"DCAF8"	4	0.5554	0.5557	1	9573	1	-0.057168	0.76214	0.76169	1	12976	0	-0.057168
"9574"	"IRX6"	4	0.55555	0.55586	1	9574	1	0.049351	0.76646	0.76597	1	13062	0	0.049351
"9575"	"LIPT1"	4	0.55558	0.55588	1	9575	1	0.03507	0.28276	0.36254	1	5587	1	0.03507
"9576"	"ST13"	4	0.55564	0.55594	1	9576	1	-0.098861	0.68554	0.68492	1	11516	0	-0.098861
"9577"	"SPAG1"	4	0.55577	0.55606	1	9577	1	-0.01274	0.40187	0.44043	1	6968	1	-0.01274
"9578"	"GPR123"	4	0.5558	0.55608	1	9578	1	0.02849	0.21538	0.32305	1	4965	1	0.02849
"9579"	"UFSP1"	4	0.55583	0.55611	1	9579	1	0.21003	0.096762	0.16897	1	2665	2	0.21003
"9580"	"NOSIP"	4	0.55586	0.55614	1	9580	1	0.11097	0.37523	0.42196	1	6634	1	0.11097
"9581"	"JKAMP"	4	0.55592	0.5562	1	9581	1	-0.065973	0.21627	0.32356	1	4970	1	-0.065973
"9582"	"DNAJC21"	4	0.55598	0.55624	1	9582	1	-0.12138	0.50679	0.51892	1	8402	1	-0.12138
"9583"	"CORO1A"	3	0.55601	0.55624	1	9584	0	-0.053112	0.91034	0.91043	1	15943	0	-0.053112
"9584"	"U2SURP"	4	0.55601	0.55628	1	9583	1	0.11117	0.60083	0.60091	1	9949	1	0.11117
"9585"	"DPPA4"	4	0.5561	0.55635	1	9585	1	-0.094603	0.97405	0.97398	1	17329	0	-0.094603
"9586"	"AGK"	4	0.55613	0.55638	1	9586	1	-0.0098734	0.57873	0.58031	1	9569	1	-0.0098734
"9587"	"TRPA1"	4	0.5562	0.55644	1	9587	1	0.11394	0.047334	0.10179	0.987005	1843	2	0.11394
"9588"	"B3GAT3"	4	0.55632	0.55655	1	9588	1	-0.00089538	0.63777	0.63709	1	10616	0	-0.00089538
"9589"	"MAGEH1"	1	0.55635	0.55643	1	9589	0	0.02907	0.44365	0.44399	1	7508	0	0.02907
"9590"	"PHGDH"	4	0.55653	0.55677	1	9590	1	0.090978	0.65222	0.65151	1	10891	0	0.090978
"9591"	"AMELY"	4	0.55656	0.5568	1	9591	1	0.012948	0.69328	0.69255	1	11662	0	0.012948
"9592"	"HPS6"	4	0.55663	0.55686	1	9592	1	-0.12541	0.67349	0.67282	1	11286	0	-0.12541
"9593"	"HMGN2"	4	0.55669	0.55692	1	9593	1	0.043982	0.34125	0.39928	1	6234	1	0.043982
"9594"	"C1orf54"	4	0.55675	0.55697	1	9594	1	-0.068541	0.83427	0.83369	1	14390	0	-0.068541
"9595"	"USP34"	4	0.55681	0.55704	1	9595	1	-0.088448	0.31407	0.38195	1	5894	1	-0.088448
"9596"	"HSPA14"	2	0.55682	0.55674	1	9596	0	0.085475	0.32887	0.33025	1	6073	1	0.085475
"9597"	"ARHGAP23"	4	0.5569	0.55712	1	9597	1	-0.068119	0.92607	0.92584	1	16258	0	-0.068119
"9598"	"FBXL4"	4	0.55693	0.55715	1	9598	1	0.14679	0.20306	0.30985	1	4766	2	0.14679
"9599"	"AWAT2"	4	0.55696	0.55718	1	9599	1	0.14747	0.087881	0.15707	1	2508	2	0.14747
"9600"	"TMEM132E"	4	0.55699	0.55721	1	9600	1	-0.056664	0.88543	0.88496	1	15414	0	-0.056664
"9601"	"ZNF14"	4	0.55706	0.55727	1	9601	1	-0.036969	0.72247	0.72188	1	12212	0	-0.036969
"9602"	"KCNU1"	3	0.55707	0.55725	1	9602	0	0.11486	0.15031	0.21958	1	3668	1	0.11486
"9603"	"DIO3"	4	0.55709	0.55731	1	9603	1	-0.0033783	0.38053	0.4256	1	6698	1	-0.0033783
"9604"	"CDH1"	4	0.55715	0.55736	1	9604	1	-0.039637	0.93318	0.93292	1	16410	0	-0.039637
"9605"	"GPR183"	4	0.55721	0.55741	1	9605	1	-0.0042557	0.29461	0.36976	1	5710	1	-0.0042557
"9606"	"CTDNEP1"	4	0.55739	0.55759	1	9606	1	-0.017711	0.79142	0.79098	1	13526	0	-0.017711
"9607"	"FBXO41"	4	0.55742	0.55762	1	9607	1	-0.034374	0.93291	0.93263	1	16402	0	-0.034374
"9608"	"MYL3"	4	0.55748	0.55769	1	9608	1	0.12669	0.13668	0.22227	1	3392	2	0.12669
"9609"	"REM1"	4	0.55758	0.55779	1	9609	1	-0.049719	0.15148	0.2419	1	3693	1	-0.049719
"9610"	"CCL1"	4	0.55761	0.55782	1	9610	1	0.90109	0.0009318	0.0033882	0.145651	418	3	0.90109
"9611"	"ACAD11"	4	0.55764	0.55784	1	9611	1	-0.068	0.32495	0.38878	1	6027	1	-0.068
"9612"	"KIAA1524"	4	0.55767	0.55788	1	9612	1	0.0089003	0.49657	0.51083	1	8246	1	0.0089003
"9613"	"MYH13"	4	0.55779	0.55798	1	9613	1	0.12987	0.11778	0.19712	1	3042	2	0.12987
"9614"	"TBC1D1"	4	0.55788	0.55806	1	9614	1	-0.03668	0.31628	0.38335	1	5917	1	-0.03668
"9615"	"SNX27"	4	0.55794	0.55812	1	9615	1	-0.059356	0.80071	0.8003	1	13700	0	-0.059356
"9616"	"NRM"	4	0.55801	0.55816	1	9616	1	0.11276	0.43968	0.46754	1	7446	1	0.11276
"9617"	"PCNP"	1	0.5581	0.55816	1	9617	0	0.031033	0.4419	0.44222	1	7481	0	0.031033
"9618"	"FBXW4"	4	0.55816	0.5583	1	9618	1	-0.11157	0.54912	0.55399	1	9081	1	-0.11157
"9619"	"STK16"	4	0.55822	0.55836	1	9619	1	0.050572	0.63185	0.63127	1	10513	0	0.050572
"9620"	"OLR1"	4	0.55837	0.55851	1	9620	1	-0.10261	0.84116	0.84048	1	14511	0	-0.10261
"9621"	"RAB11FIP3"	4	0.55843	0.55857	1	9621	1	0.035963	0.16932	0.26533	1	4038	2	0.035963
"9622"	"SCAMP3"	4	0.55856	0.55868	1	9622	1	0.03215	0.14141	0.22854	1	3494	2	0.03215
"9623"	"SPATA6"	4	0.55862	0.55874	1	9623	1	-0.049346	0.51807	0.52803	1	8578	1	-0.049346
"9624"	"FAM174B"	1	0.55874	0.55879	1	9624	0	0.027391	0.44126	0.4416	1	7472	0	0.027391
"9625"	"ARHGAP27"	4	0.55874	0.55886	1	9625	1	0.0091175	0.47262	0.49218	1	7910	1	0.0091175
"9626"	"INPP5B"	4	0.55892	0.55904	1	9626	1	-0.056942	0.6912	0.6905	1	11623	0	-0.056942
"9627"	"ART4"	2	0.55894	0.55888	1	9627	0	-0.067159	0.81378	0.81331	1	13981	0	-0.067159
"9628"	"PIPOX"	4	0.55895	0.55907	1	9628	1	0.035619	0.27493	0.35781	1	5502	1	0.035619
"9629"	"TREX2"	4	0.55898	0.55909	1	9629	1	0.13497	0.67295	0.6723	1	11276	0	0.13497
"9630"	"DNAH10"	4	0.55914	0.55923	1	9630	1	-0.015214	0.74165	0.74113	1	12596	0	-0.015214
"9631"	"ANKRD37"	4	0.55923	0.55931	1	9631	1	-0.060279	0.6167	0.61616	1	10243	1	-0.060279
"9632"	"PIAS2"	4	0.55926	0.55933	1	9632	1	-0.11393	0.8621	0.86169	1	14945	0	-0.11393
"9633"	"CPVL"	4	0.55932	0.55939	1	9633	1	0.15207	0.13336	0.2178	1	3324	2	0.15207
"9634"	"GPR179"	4	0.55935	0.55942	1	9634	1	0.044098	0.17251	0.26964	1	4114	1	0.044098
"9635"	"SETD3"	4	0.55938	0.55945	1	9635	1	0.12637	0.61108	0.61064	1	10138	1	0.12637
"9636"	"MARCH3"	4	0.55957	0.55961	1	9636	1	0.28924	0.078092	0.144	1	2336	2	0.28924
"9637"	"SLC7A5"	4	0.55963	0.55967	1	9637	1	0.017168	0.55527	0.55931	1	9183	1	0.017168
"9638"	"ZNF786"	4	0.55966	0.55969	1	9638	1	-0.16505	0.98986	0.98994	1	17717	0	-0.16505
"9639"	"SETD4"	4	0.55969	0.55972	1	9639	1	0.042488	0.48369	0.50077	1	8062	1	0.042488
"9640"	"ACR"	4	0.55975	0.55978	1	9640	1	-0.034839	0.67952	0.67879	1	11403	0	-0.034839
"9641"	"CRYGN"	4	0.55978	0.55982	1	9641	1	-0.0095081	0.77478	0.77423	1	13235	0	-0.0095081
"9642"	"OR10J1"	4	0.55987	0.55992	1	9642	1	0.39285	0.0061467	0.017872	0.424577	755	2	0.39285
"9643"	"ZNF606"	4	0.5599	0.55995	1	9643	1	-0.12895	0.86036	0.8599	1	14901	0	-0.12895
"9644"	"C16orf13"	4	0.55993	0.55998	1	9644	1	0.030341	0.50246	0.51547	1	8336	1	0.030341
"9645"	"SOX2"	4	0.56002	0.56008	1	9645	1	0.018212	0.61205	0.6116	1	10160	1	0.018212
"9646"	"TREM1"	4	0.56005	0.56012	1	9646	1	-0.013353	0.61513	0.61461	1	10216	1	-0.013353
"9647"	"SLC4A1"	4	0.56008	0.56015	1	9647	1	0.0094565	0.25329	0.34498	1	5295	1	0.0094565
"9648"	"FKBP7"	1	0.56011	0.56021	1	9648	0	0.031765	0.43989	0.44022	1	7452	0	0.031765
"9649"	"MIER2"	4	0.56011	0.56017	1	9649	1	-0.012887	0.77938	0.77887	1	13315	0	-0.012887
"9650"	"DNASE1"	4	0.56015	0.56021	1	9650	1	0.13375	0.15621	0.24814	1	3792	2	0.13375
"9651"	"GHDC"	4	0.56024	0.5603	1	9651	1	0.042426	0.61013	0.6097	1	10115	1	0.042426
"9652"	"NLRP4"	4	0.56027	0.56032	1	9652	1	0.00058922	0.45785	0.48102	1	7705	1	0.00058922
"9653"	"SETD6"	4	0.5603	0.56035	1	9653	1	-0.09178	0.49258	0.50767	1	8189	1	-0.09178
"9654"	"GMPS"	4	0.56042	0.56047	1	9654	1	-0.068989	0.36861	0.41751	1	6551	1	-0.068989
"9655"	"MCEE"	4	0.56045	0.5605	1	9655	1	0.036509	0.71111	0.71034	1	11999	0	0.036509
"9656"	"ATG4D"	4	0.56051	0.56055	1	9656	1	0.1656	0.095781	0.16765	1	2646	2	0.1656
"9657"	"TREML1"	4	0.56057	0.5606	1	9657	1	0.090888	0.76633	0.76583	1	13059	0	0.090888
"9658"	"PHACTR1"	4	0.5606	0.56062	1	9658	1	-0.13983	0.96837	0.96828	1	17204	0	-0.13983
"9659"	"SCN2B"	4	0.56063	0.56066	1	9659	1	-0.13369	0.82615	0.82551	1	14216	0	-0.13369
"9660"	"TNS3"	4	0.56066	0.56069	1	9660	1	0.0043422	0.73913	0.73857	1	12545	0	0.0043422
"9661"	"WARS2"	4	0.56069	0.56071	1	9661	1	-0.086603	0.80649	0.80608	1	13835	0	-0.086603
"9662"	"RALGAPB"	4	0.56076	0.56077	1	9662	1	0.010941	0.68859	0.68792	1	11573	0	0.010941
"9663"	"FAM212B"	4	0.56088	0.56088	1	9663	1	0.0047807	0.73221	0.73174	1	12403	0	0.0047807
"9664"	"KLF1"	4	0.56097	0.56098	1	9664	1	-0.017423	0.68711	0.68642	1	11548	0	-0.017423
"9665"	"TOLLIP"	4	0.56112	0.56114	1	9665	1	0.053282	0.1862	0.28772	1	4407	1	0.053282
"9666"	"RELN"	4	0.56115	0.56117	1	9666	1	-0.093996	0.75737	0.7569	1	12888	0	-0.093996
"9667"	"TRHR"	4	0.56118	0.56119	1	9667	1	0.1445	0.071111	0.13448	1	2220	2	0.1445
"9668"	"DEFB128"	4	0.56121	0.56123	1	9668	1	0.052061	0.74562	0.7451	1	12682	0	0.052061
"9669"	"VAC14"	3	0.56124	0.56145	1	9670	0	0.096304	0.33631	0.35646	1	6165	1	0.096304
"9670"	"LRRC3"	4	0.56124	0.56125	1	9669	1	-0.16411	0.95039	0.95029	1	16817	0	-0.16411
"9671"	"ITGB4"	4	0.56127	0.56128	1	9671	1	-0.060931	0.25638	0.34681	1	5326	1	-0.060931
"9672"	"SLC25A1"	4	0.56143	0.56143	1	9672	1	-0.0091	0.4294	0.46004	1	7315	1	-0.0091
"9673"	"GRAMD1B"	4	0.56146	0.56145	1	9673	1	0.19557	0.084627	0.15277	1	2447	2	0.19557
"9674"	"AMHR2"	4	0.56164	0.56162	1	9674	1	0.0012655	0.79023	0.7898	1	13508	0	0.0012655
"9675"	"GUF1"	4	0.5617	0.56168	1	9675	1	0.068093	0.73286	0.73241	1	12420	0	0.068093
"9676"	"C10orf90"	4	0.56173	0.56171	1	9676	1	-0.065375	0.92243	0.92225	1	16179	0	-0.065375
"9677"	"GOLGA4"	4	0.56176	0.56174	1	9677	1	0.16243	0.14518	0.23359	1	3568	2	0.16243
"9678"	"COX14"	4	0.56182	0.56179	1	9678	1	-0.071223	0.83076	0.83011	1	14317	0	-0.071223
"9679"	"CCDC120"	4	0.56191	0.56188	1	9679	1	-0.08097	0.30392	0.37558	1	5802	1	-0.08097
"9680"	"ZNF561"	4	0.56194	0.5619	1	9680	1	0.094158	0.56676	0.56948	1	9378	1	0.094158
"9681"	"LMNA"	4	0.56197	0.56194	1	9681	1	0.065871	0.65426	0.65355	1	10929	0	0.065871
"9682"	"FRRS1L"	4	0.56216	0.56213	1	9682	1	0.0064639	0.32801	0.39076	1	6063	1	0.0064639
"9683"	"KCTD12"	4	0.56222	0.56218	1	9683	1	-0.090658	0.93744	0.93731	1	16506	0	-0.090658
"9684"	"DFFA"	4	0.56225	0.56222	1	9684	1	-0.027084	0.8757	0.87522	1	15210	0	-0.027084
"9685"	"MMP17"	4	0.56228	0.56224	1	9685	1	-0.084932	0.87382	0.87336	1	15169	0	-0.084932
"9686"	"CCL8"	4	0.56231	0.56227	1	9686	1	-3.1951e-05	0.85232	0.85173	1	14746	0	-3.1951e-05
"9687"	"KIFC3"	4	0.56237	0.56233	1	9687	1	-0.044897	0.82513	0.82452	1	14192	0	-0.044897
"9688"	"THTPA"	4	0.5624	0.56235	1	9688	1	0.36107	0.017804	0.045819	0.72168	1134	2	0.36107
"9689"	"RGS19"	4	0.56243	0.56239	1	9689	1	0.19784	0.16118	0.25472	1	3893	2	0.19784
"9690"	"GYLTL1B"	4	0.56258	0.56253	1	9690	1	-0.048621	0.94542	0.94527	1	16688	0	-0.048621
"9691"	"LCE3C"	4	0.56279	0.56272	1	9691	1	0.26412	0.028565	0.070347	0.85472	1472	3	0.26412
"9692"	"NDC1"	4	0.56282	0.56276	1	9692	1	0.19311	0.022432	0.056476	0.793516	1270	3	0.19311
"9693"	"MSC"	1	0.56283	0.56291	1	9693	0	0.030477	0.43717	0.4375	1	7414	0	0.030477
"9694"	"GCAT"	4	0.56285	0.56279	1	9694	1	0.017046	0.80224	0.80178	1	13733	0	0.017046
"9695"	"TXLNG"	4	0.56292	0.56284	1	9695	1	-0.069723	0.89306	0.89265	1	15577	0	-0.069723
"9696"	"MUC22"	4	0.56295	0.56288	1	9696	1	-0.045244	0.71479	0.71401	1	12058	0	-0.045244
"9697"	"TCEAL5"	4	0.56301	0.56294	1	9697	1	0.10749	0.035987	0.086263	0.918839	1671	2	0.10749
"9698"	"MSTO1"	4	0.56304	0.56297	1	9698	1	-0.01547	0.79248	0.79206	1	13544	0	-0.01547
"9699"	"PRPF4"	4	0.56307	0.56299	1	9699	1	-0.16859	0.25791	0.3477	1	5342	1	-0.16859
"9700"	"PPP1R1B"	4	0.5631	0.56301	1	9700	1	-0.0047472	0.32956	0.39179	1	6079	1	-0.0047472
"9701"	"PRB3"	4	0.56316	0.56306	1	9701	1	-0.0098433	0.53605	0.54292	1	8878	1	-0.0098433
"9702"	"OR6F1"	4	0.56322	0.56313	1	9702	1	0.19709	0.027265	0.067453	0.843398	1432	3	0.19709
